,index,date,amount,transaction_id,rate,flat_fee,product
102534,37606,14/09/2022 05:17:14,172,pos_1663132633968860172,0.01,2,pos
102535,91475,31/07/2021 09:14:24,1168,pr_1627722863841370168,0.03,0,pr
102536,103009,8/3/2022 12:57,268,pr_1646744222683139268,0.03,0,pr
102537,127953,21/01/2022 12:33:22,1452,pp_1642768401791916452,0.025,2,pp
102538,82579,16/01/2021 13:44:30,1458,pr_1610804669845251458,0.03,0,pr
102539,116601,11/10/2022 8:05,1138,pr_1665475525270311138,0.03,0,pr
102540,91101,23/07/2021 05:57:23,1634,pr_1627019843119303634,0.03,0,pr
102541,96539,8/11/2021 10:36,1346,pr_1636367818503970346,0.03,0,pr
102542,32239,14/08/2022 18:51:14,184,pos_1660503073658958184,0.01,2,pos
102543,27833,17/07/2022 14:54:22,39,pos_1658069661859690039,0.01,2,pos
102544,60701,12/10/2022 13:45,64,pos_1665582308661529064,0.01,2,pos
102545,124515,14/08/2021 11:08:49,1232323238,pp_1628939329497463988,0.025,2,pp
102546,41569,4/10/2022 18:19,194,pos_1664907574499231194,0.01,2,pos
102547,35146,31/08/2022 07:04:35,232,pos_1661929474722183232,0.01,2,pos
102548,63985,27/10/2022 08:01:21,113,pos_1666857681142103113,0.01,2,pos
102549,18863,4/5/2022 15:37,57,pos_1651678625898831057,0.01,2,pos
102550,135503,2/8/2022 14:20,890,pp_1659450041817749890,0.025,2,pp
102551,45350,21/10/2022 12:10:12,236,pos_1666354211839083236,0.01,2,pos
102552,49656,9/11/2022 9:16,105,pos_1667985387194851105,0.01,2,pos
102553,85788,31/03/2021 12:55:41,1232,pr_1617195340768289232,0.03,0,pr
102554,5333,28/09/2021 12:41:25,123232323,pos_1632832884908133098,0.01,2,pos
102555,36255,6/9/2022 9:37,272,pos_1662457062630045272,0.01,2,pos
102556,12321,14/02/2022 05:56:57,50,pos_1644818217491515050,0.01,2,pos
102557,114446,4/9/2022 6:23,275,pr_1662272632851986275,0.03,0,pr
102558,106069,26/04/2022 07:39:21,77,pr_1650958760966063077,0.03,0,pr
102559,72052,29/11/2022 19:55:28,75,pos_1669751728461288075,0.01,2,pos
102560,5439,1/10/2021 19:21,94,pos_1633116091990570094,0.01,2,pos
102561,85041,14/03/2021 13:23:43,319,pr_1615728222927142319,0.03,0,pr
102562,44904,19/10/2022 15:55:10,318,pos_1666194910118295318,0.01,2,pos
102563,24144,19/06/2022 12:37:28,205,pos_1655642248293600205,0.01,2,pos
102564,30822,5/8/2022 10:15,167,pos_1659694558330978167,0.01,2,pos
102565,113898,27/08/2022 13:46:37,2220,pr_1661607996791120220,0.03,0,pr
102566,53460,24/11/2022 04:41:00,104,pos_1669264860272055104,0.01,2,pos
102567,128822,22/02/2022 09:23:36,1333,pp_1645521815969617333,0.025,2,pp
102568,134035,27/06/2022 00:12:23,211,pp_1656288742813313211,0.025,2,pp
102569,91558,2/8/2021 18:20,1678,pr_1627928416963172678,0.03,0,pr
102570,73046,2/12/2022 15:21,88,pos_1669994507336692088,0.01,2,pos
102571,107302,14/05/2022 11:44:53,847,pr_1652528692964351847,0.03,0,pr
102572,75132,9/12/2022 7:03,146,pos_1670569406472813146,0.01,2,pos
102573,129180,4/3/2022 8:45,1839,pp_1646383519055985839,0.025,2,pp
102574,22287,4/6/2022 18:37,5,pos_1654367842823286005,0.01,2,pos
102575,124132,24/07/2021 14:17:21,3476,pp_1627136241181534476,0.025,2,pp
102576,93898,17/09/2021 11:17:52,1965,pr_1631877472437329965,0.03,0,pr
102577,38976,21/09/2022 14:40:49,162,pos_1663771248935863162,,,pos
102578,27703,16/07/2022 06:07:04,71,pos_1657951623886957071,0.01,2,pos
102579,66413,7/11/2022 7:50,153,pos_1667807436210185153,0.01,2,pos
102580,99854,10/1/2022 12:06,825,pr_1641816416113246825,0.03,0,pr
102581,87228,4/5/2021 5:54,1232323233,pr_1620107646164863983,0.03,0,pr
102582,68613,16/11/2022 14:41:34,190,pos_1668609693899613190,0.01,2,pos
102583,73978,5/12/2022 18:10,45,pos_1670263800870300045,0.01,2,pos
102584,9866,5/1/2022 16:20,145,pos_1641399640771694145,0.01,2,pos
102585,16073,4/4/2022 8:02,216,pos_1649059368413717216,0.01,2,pos
102586,128242,1/2/2022 4:53,224,pp_1643691185093758224,0.025,2,pp
102587,3071,13/07/2021 07:23:54,191,pos_1626161033850778191,0.01,2,pos
102588,51512,17/11/2022 14:12:34,210,pos_1668694353833802210,0.01,2,pos
102589,52831,22/11/2022 20:34:45,73,pos_1669149285126094073,0.01,2,pos
102590,49439,8/11/2022 9:39,223,pos_1667900398328717223,0.01,2,pos
102591,12162,11/2/2022 3:24,155,pos_1644549842097225155,0.01,2,pos
102592,34531,28/08/2022 09:03:38,208,pos_1661677418085857208,0.01,2,pos
102593,123537,22/06/2021 16:42:19,1334,pp_1624380138918065334,0.025,2,pp
102594,46338,26/10/2022 07:20:45,34,pos_1666768845188809034,0.01,2,pos
102595,67823,13/11/2022 10:25:29,112,pos_1668335128593041112,0.01,2,pos
102596,40683,30/09/2022 19:04:01,54,pos_1664564640810128054,0.01,2,pos
102597,101035,1/2/2022 12:01,286,pr_1643716892269202286,0.03,0,pr
102598,29459,28/07/2022 16:31:53,62,pos_1659025912536585062,0.01,2,pos
102599,106168,27/04/2022 13:04:51,14,pr_1651064690689517014,0.03,0,pr
102600,16403,8/4/2022 10:24,185,pos_1649413470502513185,0.01,2,pos
102601,83036,27/01/2021 09:24:28,1433,pr_1611739468372453433,0.03,0,pr
102602,54849,29/11/2022 07:28:50,225,pos_1669706930401429225,0.01,2,pos
102603,106443,1/5/2022 13:11,1565,pr_1651410719396068565,0.03,0,pr
102604,71682,27/11/2022 04:34:23,27,pos_1669523663240773027,0.01,2,pos
102605,135366,30/07/2022 08:03:03,2116,pp_1659168182960201116,0.025,2,pp
102606,32032,13/08/2022 10:44:42,101,pos_1660387481889078101,0.01,2,pos
102607,60097,9/10/2022 9:34,155,pos_1665308056073947155,0.01,2,pos
102608,30287,2/8/2022 12:57,92,pos_1659445074549924092,0.01,2,pos
102609,126121,29/10/2021 19:26:46,1527,pp_1635535605717547527,0.025,2,pp
102610,6498,29/10/2021 12:34:24,44,pos_1635510864020642044,0.01,2,pos
102611,125779,14/10/2021 09:14:52,979,pp_1634202891687988979,0.025,2,pp
102612,104060,24/03/2022 10:27:54,2844,pr_1648117674269958844,0.03,0,pr
102613,74193,6/12/2022 14:52,13,pos_1670338354339166013,0.01,2,pos
102614,52238,20/11/2022 10:43:01,144,pos_1668940980961090144,0.01,2,pos
102615,53633,25/11/2022 14:36:32,171,pos_1669386992337262171,0.01,2,pos
102616,96153,1/11/2021 17:02,270,pr_1635786122174309270,0.03,0,pr
102617,105078,10/4/2022 10:39,955,pr_1649587194746229955,0.03,0,pr
102618,133010,2/6/2022 19:29,2024,pp_1654198145047580024,0.025,2,pp
102619,13842,7/3/2022 8:45,187,pos_1646642748163292187,0.01,2,pos
102620,113803,25/08/2022 09:37:35,1115,pr_1661420254668641115,0.03,0,pr
102621,35097,31/08/2022 08:46:27,192,pos_1661935586531661192,0.01,2,pos
102622,37159,12/9/2022 8:16,101,pos_1662970561126431101,0.01,2,pos
102623,108136,26/05/2022 11:01:33,82,pr_1653562892569430082,0.03,0,pr
102624,36769,10/9/2022 19:04,94,pos_1662836687159962094,0.01,2,pos
102625,135060,21/07/2022 16:12:32,72,pp_1658419952039775072,0.025,2,pp
102626,105098,10/4/2022 18:03,203,pr_1649613784180751203,0.03,0,pr
102627,14615,18/03/2022 09:44:53,216,pos_1647596692904052216,0.01,2,pos
102628,12905,22/02/2022 13:01:38,5,pos_1645534897919151005,0.01,2,pos
102629,66048,5/11/2022 10:16,88,pos_1667643396739006088,0.01,2,pos
102630,4038,17/08/2021 16:12:18,67,pos_1629216738439489067,0.01,2,pos
102631,120079,12/12/2022 12:53,1379,pr_1670849583218139379,0.03,0,pr
102632,61819,18/10/2022 16:25:54,61,pos_1666110353820854061,0.01,2,pos
102633,9094,22/12/2021 15:50:09,108,pos_1640188208892010108,0.01,2,pos
102634,76139,13/12/2022 21:43:33,181,pos_1670967812551901181,0.01,2,pos
102635,134510,7/7/2022 14:34,1769,pp_1657204445588662769,0.025,2,pp
102636,130346,3/4/2022 11:10,1884,pp_1648984234374895884,0.025,2,pp
102637,139140,21/10/2022 13:56:30,2076,pp_1666360590233035076,0.025,2,pp
102638,46718,27/10/2022 14:13:18,177,pos_1666879998239674177,0.01,2,pos
102639,61408,16/10/2022 08:37:49,39,pos_1665909468790470039,0.01,2,pos
102640,55804,3/12/2022 15:05,259,pos_1670079906144201259,0.01,2,pos
102641,77410,17/12/2022 05:45:29,237,pos_1671255929181092237,0.01,2,pos
102642,129404,9/3/2022 17:56,116,pp_1646848616335235116,0.025,2,pp
102643,6403,26/10/2021 14:26:26,147,pos_1635258386139794147,0.01,2,pos
102644,42719,9/10/2022 12:23,105,pos_1665318187718935105,0.01,2,pos
102645,112609,5/8/2022 13:16,1065,pr_1659705365436056065,0.03,0,pr
102646,19312,8/5/2022 7:13,11,pos_1651994037638980011,0.01,2,pos
102647,67260,10/11/2022 6:56,87,pos_1668063369225400087,0.01,2,pos
102648,47317,30/10/2022 17:23:58,63,pos_1667150638353690063,0.01,2,pos
102649,70925,25/11/2022 09:44:48,52,pos_1669369487708582052,0.01,2,pos
102650,115715,26/09/2022 02:05:31,1351,pr_1664157930950277351,0.03,0,pr
102651,57284,26/09/2022 12:31:30,123,pos_1664195489956104123,0.01,2,pos
102652,91882,8/8/2021 10:52,800,pr_1628419966492706800,0.03,0,pr
102653,6946,8/11/2021 11:23,79,pos_1636370616395585079,0.01,2,pos
102654,63330,24/10/2022 07:06:29,119,pos_1666595189133962119,0.01,2,pos
102655,119886,8/12/2022 8:12,309,pr_1670487123805136309,0.03,0,pr
102656,58867,4/10/2022 11:44,92,pos_1664883848433736092,0.01,2,pos
102657,62157,19/10/2022 16:07:16,81,pos_1666195635571970081,0.01,2,pos
102658,128895,23/02/2022 07:00:01,1797,pp_1645599601293443797,0.025,2,pp
102659,28234,19/07/2022 11:12:20,332,pos_1658229139907019332,0.01,2,pos
102660,75642,11/12/2022 12:56,193,pos_1670763416222469193,0.01,2,pos
102661,1590,30/04/2021 12:32:16,147,pos_1619785936216356147,0.01,2,pos
102662,79679,24/12/2022 07:18:11,18,pos_1671866290542565018,0.01,2,pos
102663,7134,12/11/2021 4:57,122,pos_1636693065619099122,0.01,2,pos
102664,24250,20/06/2022 14:50:36,268,pos_1655736636219690268,0.01,2,pos
102665,128268,2/2/2022 17:54,282,pp_1643824467667745282,0.025,2,pp
102666,36473,8/9/2022 11:38,41,pos_1662637131107654041,0.01,2,pos
102667,2385,11/6/2021 10:47,118,pos_1623408470426589118,0.01,2,pos
102668,32506,16/08/2022 08:06:15,5,pos_1660637175392075005,0.01,2,pos
102669,88735,5/6/2021 4:23,394,pr_1622867018450511394,0.03,0,pr
102670,82333,10/1/2021 11:10,784,pr_1610277057040513784,0.03,0,pr
102671,13409,1/3/2022 12:10,143,pos_1646136656207038143,0.01,2,pos
102672,31331,9/8/2022 13:57,146,pos_1660053475255961146,0.01,2,pos
102673,29557,28/07/2022 11:52:28,79,pos_1659009148190700079,0.01,2,pos
102674,3032,11/7/2021 10:42,54,pos_1626000150145203054,0.01,2,pos
102675,131900,9/5/2022 8:49,1275,pp_1652086193914183275,0.025,2,pp
102676,83745,12/2/2021 9:28,90,pr_1613122098725166090,0.03,0,pr
102677,119197,27/11/2022 12:22:41,359,pr_1669551760663761359,0.03,0,pr
102678,138683,11/10/2022 0:35,542,pp_1665448540833903542,0.025,2,pp
102679,54993,30/11/2022 08:22:11,143,pos_1669796530873077143,0.01,2,pos
102680,76478,14/12/2022 20:27:56,83,pos_1671049675686830083,0.01,2,pos
102681,92352,19/08/2021 16:55:11,1099,pr_1629392110503809099,0.03,0,pr
102682,114275,2/9/2022 7:41,1572,pr_1662104487060773572,0.03,0,pr
102683,5194,24/09/2021 12:57:57,224,pos_1632488276679142224,0.01,2,pos
102684,2071,27/05/2021 04:32:43,11,pos_1622089963380301011,0.01,2,pos
102685,108383,30/05/2022 13:57:20,2066,pr_1653919039674005066,0.03,0,pr
102686,32532,16/08/2022 14:17:02,46,pos_1660659421817219046,0.01,2,pos
102687,136668,29/08/2022 19:10:10,968,pp_1661800209886714968,0.025,2,pp
102688,70895,25/11/2022 07:01:22,314,pos_1669359681931127314,0.01,2,pos
102689,49372,8/11/2022 10:18,100,pos_1667902718647896100,0.01,2,pos
102690,52145,20/11/2022 15:14:52,177,pos_1668957292464637177,0.01,2,pos
102691,68244,14/11/2022 02:02:12,125,pos_1668391331822039125,0.01,2,pos
102692,31460,9/8/2022 6:53,112,pos_1660027992481927112,0.01,2,pos
102693,141754,24/12/2022 00:26:55,1284,pp_1671841614581044284,0.025,2,pp
102694,133449,12/6/2022 8:33,1408,pp_1655022819252001408,0.025,2,pp
102695,126720,29/11/2021 12:27:34,441,pp_1638188853631070441,0.025,2,pp
102696,90012,2/7/2021 11:43,497,pr_1625226231544067497,0.03,0,pr
102697,140803,2/12/2022 8:47,1050,pp_1669970856372950050,0.025,2,pp
102698,131330,26/04/2022 08:08:44,210,pp_1650960524439773210,0.025,2,pp
102699,81987,2/1/2021 11:17,901,pr_1609586246202816901,0.03,0,pr
102700,12590,17/02/2022 10:11:48,5,pos_1645092707592504005,0.01,2,pos
102701,31102,7/8/2022 14:18,116,pos_1659881894378009116,0.01,2,pos
102702,44374,17/10/2022 13:17:24,230,pos_1666012643810129230,0.01,2,pos
102703,141251,13/12/2022 07:26:31,2285,pp_1670916390778122285,0.025,2,pp
102704,122060,15/03/2021 14:48:18,545,pp_1615819698173926545,0.025,2,pp
102705,42346,8/10/2022 15:16,46,pos_1665242170804259046,0.01,2,pos
102706,57600,28/09/2022 16:32:43,215,pos_1664382762701963215,0.01,2,pos
102707,127457,29/12/2021 11:15:35,2123232323,pp_1640776534569134298,0.025,2,pp
102708,40176,28/09/2022 13:59:55,264,pos_1664373594541815264,0.01,2,pos
102709,96255,2/11/2021 9:53,85,pr_1635846792583131085,0.03,0,pr
102710,125730,12/10/2021 10:27,575,pp_1634034423995147575,0.025,2,pp
102711,92827,28/08/2021 14:15:24,1113,pr_1630160124278241113,0.03,0,pr
102712,20442,19/05/2022 08:01:00,84,pos_1652947260200687084,0.01,2,pos
102713,88587,2/6/2021 7:10,1263,pr_1622617832988542263,0.03,0,pr
102714,94037,20/09/2021 19:58:58,3214,pr_1632167938041077214,0.03,0,pr
102715,84085,20/02/2021 08:12:36,241,pr_1613808755602020241,0.03,0,pr
102716,15700,30/03/2022 04:06:40,69,pos_1648613199691148069,0.01,2,pos
102717,67591,12/11/2022 7:25,200,pos_1668237901087440200,0.01,2,pos
102718,46899,28/10/2022 20:16:03,90,pos_1666988163039550090,0.01,2,pos
102719,45499,22/10/2022 04:54:41,166,pos_1666414480697962166,0.01,2,pos
102720,41861,5/10/2022 12:57,129,pos_1664974626691586129,0.01,2,pos
102721,76128,13/12/2022 11:03:16,173,pos_1670929396278306173,0.01,2,pos
102722,23681,16/06/2022 14:44:09,205,pos_1655390648859548205,0.01,2,pos
102723,49458,8/11/2022 7:33,325,pos_1667892803869191325,0.01,2,pos
102724,74419,7/12/2022 13:37,159,pos_1670420263520342159,0.01,2,pos
102725,127973,22/01/2022 13:34:45,45,pp_1642858485313519045,0.025,2,pp
102726,58811,3/10/2022 16:17,236,pos_1664813824567171236,0.01,2,pos
102727,96777,13/11/2021 12:31:32,5,pr_1636806691684729005,0.03,0,pr
102728,11300,29/01/2022 08:09:32,17,pos_1643443772045335017,0.01,2,pos
102729,27578,15/07/2022 17:58:14,271,pos_1657907894421293271,0.01,2,pos
102730,74052,6/12/2022 7:31,53,pos_1670311906003938053,0.01,2,pos
102731,8139,4/12/2021 6:55,113,pos_1638600957574545113,0.01,2,pos
102732,63967,27/10/2022 04:57:02,315,pos_1666846622394877315,0.01,2,pos
102733,2894,5/7/2021 8:54,126,pos_1625475240998658126,0.01,2,pos
102734,66147,5/11/2022 13:58,94,pos_1667656713670914094,0.01,2,pos
102735,113555,21/08/2022 10:18:17,191,pr_1661077096735908191,0.03,0,pr
102736,39946,26/09/2022 17:54:16,110,pos_1664214856403334110,0.01,2,pos
102737,43506,13/10/2022 06:12:57,82,pos_1665641577203577082,0.01,2,pos
102738,72066,29/11/2022 08:38:32,259,pos_1669711111809966259,0.01,2,pos
102739,136196,18/08/2022 11:25:02,1826,pp_1660821902218999826,0.025,2,pp
102740,45240,21/10/2022 13:01:13,104,pos_1666357272723237104,0.01,2,pos
102741,131804,7/5/2022 22:31,839,pp_1651962703731203839,0.025,2,pp
102742,114466,5/9/2022 11:49,576,pr_1662378578111197576,0.03,0,pr
102743,4350,28/08/2021 13:12:03,20,pos_1630156322531300020,0.01,2,pos
102744,107491,17/05/2022 18:03:03,920,pr_1652810583159087920,0.03,0,pr
102745,122591,24/04/2021 09:53:20,320,pp_1619258000149408320,0.025,2,pp
102746,139330,26/10/2022 12:28:33,6,pp_1666787312974178006,0.025,2,pp
102747,130528,8/4/2022 14:29,702,pp_1649428195857572702,0.025,2,pp
102748,79897,25/12/2022 13:24:40,7,pos_1671974680284944007,0.01,2,pos
102749,102966,7/3/2022 14:27,573,pr_1646663258941174573,0.03,0,pr
102750,109773,22/06/2022 20:10:59,1917,pr_1655928659347186917,0.03,0,pr
102751,11096,26/01/2022 07:32:11,5,pos_1643182331234193005,0.01,2,pos
102752,88595,2/6/2021 10:50,762,pr_1622631017953704762,0.03,0,pr
102753,44982,20/10/2022 08:45:47,186,pos_1666255547114797186,0.01,2,pos
102754,82651,18/01/2021 06:26:29,7,pr_1610951188561512007,0.03,0,pr
102755,139355,27/10/2022 12:46:06,99,pp_1666874765611296099,0.025,2,pp
102756,39446,24/09/2022 09:50:25,81,pos_1664013024500846081,0.01,2,pos
102757,140989,8/12/2022 3:28,546,pp_1670470105839086546,0.025,2,pp
102758,107623,19/05/2022 04:13:11,1078,pr_1652933591392935078,0.03,0,pr
102759,21590,29/05/2022 03:07:45,172,pos_1653793664756266172,0.01,2,pos
102760,127572,3/1/2022 8:52,546,pp_1641199962343797546,0.025,2,pp
102761,11320,30/01/2022 12:26:39,54,pos_1643545599094656054,0.01,2,pos
102762,57215,26/09/2022 15:30:46,259,pos_1664206245710677259,0.01,2,pos
102763,26485,7/7/2022 17:25,339,pos_1657214726741529339,0.01,2,pos
102764,69290,19/11/2022 12:34:44,221,pos_1668861283618663221,0.01,2,pos
102765,67753,12/11/2022 9:29,155,pos_1668245340404310155,0.01,2,pos
102766,49447,8/11/2022 1:22,112,pos_1667870521335985112,0.01,2,pos
102767,25836,2/7/2022 11:45,7,pos_1656762300317048007,0.01,2,pos
102768,56317,4/12/2022 6:57,85,pos_1670137032070015085,0.01,2,pos
102769,84572,4/3/2021 12:40,1541,pr_1614861648485804541,0.03,0,pr
102770,83067,28/01/2021 13:52:58,713,pr_1611841978299677713,0.03,0,pr
102771,87186,3/5/2021 4:30,1151,pr_1620016217315925151,0.03,0,pr
102772,2776,30/06/2021 10:10:31,61,pos_1625047831455056061,0.01,2,pos
102773,120410,17/12/2022 17:58:34,101,pr_1671299913674575101,0.03,0,pr
102774,31927,12/8/2022 13:23,189,pos_1660310586917583189,0.01,2,pos
102775,20292,17/05/2022 10:41:15,64,pos_1652784075239322064,0.01,2,pos
102776,9822,4/1/2022 14:56,179,pos_1641308185860726179,0.01,2,pos
102777,138872,16/10/2022 01:06:26,741,pp_1665882386389981741,0.025,2,pp
102778,93257,5/9/2021 18:23,3763,pr_1630866201194373763,0.03,0,pr
102779,63175,23/10/2022 07:03:10,82,pos_1666508589689965082,0.01,2,pos
102780,28483,21/07/2022 14:03:55,22,pos_1658412235431510022,0.01,2,pos
102781,140993,8/12/2022 13:08,2100,pp_1670504892943332100,0.025,2,pp
102782,80155,26/12/2022 10:41:51,22,pos_1672051311041295022,0.01,2,pos
102783,30069,31/07/2022 10:51:25,209,pos_1659264684558436209,0.01,2,pos
102784,53075,23/11/2022 11:42:37,143,pos_1669203756851804143,0.01,2,pos
102785,115264,19/09/2022 16:47:33,978,pr_1663606053443792978,0.03,0,pr
102786,33664,23/08/2022 14:30:36,123232323,pos_1661265036474919098,0.01,2,pos
102787,130654,10/4/2022 16:24,306,pp_1649607859338713306,0.025,2,pp
102788,44716,19/10/2022 03:23:00,45,pos_1666149780194928045,0.01,2,pos
102789,43492,13/10/2022 01:34:52,222,pos_1665624892089617222,0.01,2,pos
102790,107415,16/05/2022 09:23:59,3420,pr_1652693039134153420,0.03,0,pr
102791,24006,18/06/2022 10:23:44,5,pos_1655547823510769005,0.01,2,pos
102792,130046,26/03/2022 16:10:59,1089,pp_1648311059213308089,0.025,2,pp
102793,36887,10/9/2022 7:02,109,pos_1662793347209256109,0.01,2,pos
102794,49743,9/11/2022 13:57,55,pos_1668002274434968055,0.01,2,pos
102795,104853,7/4/2022 14:25,196,pr_1649341514880031196,0.03,0,pr
102796,17194,16/04/2022 16:09:54,83,pos_1650125393827864083,0.01,2,pos
102797,129304,6/3/2022 11:15,2278,pp_1646565300053353278,0.025,2,pp
102798,10403,14/01/2022 10:36:00,121,pos_1642156559928859121,0.01,2,pos
102799,54409,28/11/2022 11:50:52,141,pos_1669636251609993141,0.01,2,pos
102800,12944,22/02/2022 09:28:38,70,pos_1645522117900448070,0.01,2,pos
102801,30925,6/8/2022 10:21,81,pos_1659781268879767081,0.01,2,pos
102802,35536,2/9/2022 10:38,69,pos_1662115106224779069,0.01,2,pos
102803,38890,20/09/2022 07:28:00,167,pos_1663658879715256167,,,pos
102804,11128,26/01/2022 22:51:47,9,pos_1643237506685932009,0.01,2,pos
102805,21732,30/05/2022 16:14:09,140,pos_1653927248652400140,0.01,2,pos
102806,32166,13/08/2022 03:09:27,130,pos_1660360166602064130,0.01,2,pos
102807,105582,18/04/2022 13:34:16,795,pr_1650288856470548795,0.03,0,pr
102808,109644,20/06/2022 12:45:00,846,pr_1655729100328138846,0.03,0,pr
102809,87938,18/05/2021 06:29:54,1057,pr_1621319394340691057,0.03,0,pr
102810,133540,14/06/2022 03:46:42,470,pp_1655178402128959470,0.025,2,pp
102811,66535,7/11/2022 15:44,127,pos_1667835872565687127,0.01,2,pos
102812,64040,27/10/2022 12:22:02,179,pos_1666873321898355179,0.01,2,pos
102813,28718,23/07/2022 04:50:02,13,pos_1658551801790898013,0.01,2,pos
102814,122515,18/04/2021 10:10:00,280,pp_1618740599614878280,0.025,2,pp
102815,122671,29/04/2021 14:52:31,1136,pp_1619707950661013136,0.025,2,pp
102816,37269,12/9/2022 5:37,17,pos_1662961071825864017,0.01,2,pos
102817,122784,5/5/2021 17:32,2044,pp_1620235960662135044,0.025,2,pp
102818,33518,22/08/2022 09:14:48,126,pos_1661159687873673126,0.01,2,pos
102819,109654,20/06/2022 18:37:24,900,pr_1655750244140222900,0.03,0,pr
102820,141803,26/12/2022 09:56:08,751,pp_1672048568295922751,0.025,2,pp
102821,44727,19/10/2022 17:17:45,108,pos_1666199864673564108,0.01,2,pos
102822,70785,24/11/2022 16:39:25,204,pos_1669307965229855204,0.01,2,pos
102823,111659,22/07/2022 07:33:43,2087,pr_1658475223481608087,0.03,0,pr
102824,16917,13/04/2022 15:02:37,65,pos_1649862156789856065,0.01,2,pos
102825,28095,18/07/2022 17:43:57,223,pos_1658166237170220223,0.01,2,pos
102826,100907,29/01/2022 14:45:02,1705,pr_1643467502426625705,0.03,0,pr
102827,22045,2/6/2022 15:41,259,pos_1654184484785425259,0.01,2,pos
102828,46965,28/10/2022 15:21:37,23,pos_1666970497266897023,0.01,2,pos
102829,101956,17/02/2022 16:49:12,1250,pr_1645116552403707250,0.03,0,pr
102830,129613,15/03/2022 13:29:28,15,pp_1647350968319804015,0.025,2,pp
102831,117920,3/11/2022 16:47,429,pr_1667494039248407429,0.03,0,pr
102832,101468,9/2/2022 4:53,1410,pr_1644382399121928410,0.03,0,pr
102833,116910,16/10/2022 10:25:19,3883,pr_1665915918993141883,0.03,0,pr
102834,103928,22/03/2022 18:49:16,937,pr_1647974956458144937,0.03,0,pr
102835,31791,11/8/2022 17:30,90,pos_1660239001627980090,0.01,2,pos
102836,79395,23/12/2022 10:12:58,84,pos_1671790378294064084,0.01,2,pos
102837,82163,7/1/2021 11:26,170,pr_1610018770220568170,0.03,0,pr
102838,83335,3/2/2021 4:39,660,pr_1612327197670982660,0.03,0,pr
102839,20452,19/05/2022 12:29:00,30,pos_1652963340177749030,0.01,2,pos
102840,115546,23/09/2022 08:33:28,973,pr_1663922007984858973,0.03,0,pr
102841,55054,30/11/2022 04:06:14,310,pos_1669781173777625310,0.01,2,pos
102842,135799,11/8/2022 11:02,664,pp_1660215742773588664,0.025,2,pp
102843,68260,14/11/2022 08:54:00,63,pos_1668416039650046063,0.01,2,pos
102844,103886,21/03/2022 12:21:25,2490,pr_1647865284729141490,0.03,0,pr
102845,2442,14/06/2021 16:26:07,118,pos_1623687967221277118,0.01,2,pos
102846,106425,1/5/2022 11:28,54,pr_1651404498157713054,0.03,0,pr
102847,22900,9/6/2022 4:38,170,pos_1654749479635543170,0.01,2,pos
102848,108476,1/6/2022 9:00,1429,pr_1654074013141266429,0.03,0,pr
102849,6245,22/10/2021 09:00:57,30,pos_1634893257230159030,0.01,2,pos
102850,30071,31/07/2022 16:46:23,20,pos_1659285982511546020,0.01,2,pos
102851,25614,30/06/2022 14:57:10,29,pos_1656601029551600029,0.01,2,pos
102852,59336,6/10/2022 7:57,95,pos_1665043040712402095,0.01,2,pos
102853,91411,30/07/2021 12:53:16,2690,pr_1627649595511567690,0.03,0,pr
102854,65266,1/11/2022 12:47,93,pos_1667306877139741093,0.01,2,pos
102855,112901,10/8/2022 14:29,1042,pr_1660141762462805042,0.03,0,pr
102856,87904,18/05/2021 19:07:49,448,pr_1621364868618232448,0.03,0,pr
102857,67059,9/11/2022 12:11,121,pos_1667995864546953121,0.01,2,pos
102858,106177,27/04/2022 14:24:27,167,pr_1651069467478072167,0.03,0,pr
102859,5416,30/09/2021 11:35:59,113,pos_1633001758779460113,0.01,2,pos
102860,47842,1/11/2022 10:53,188,pos_1667300031506068188,0.01,2,pos
102861,119340,29/11/2022 08:02:06,366,pr_1669708926143967366,0.03,0,pr
102862,56068,4/12/2022 6:24,88,pos_1670135063811517088,0.01,2,pos
102863,71873,28/11/2022 08:09:51,286,pos_1669622991238429286,0.01,2,pos
102864,87912,18/05/2021 11:20:59,1999,pr_1621336858970081999,0.03,0,pr
102865,45764,23/10/2022 17:53:34,201,pos_1666547613959652201,0.01,2,pos
102866,121185,30/12/2022 10:25:07,2440,pr_1672395907097502440,0.03,0,pr
102867,106281,29/04/2022 09:29:49,689,pr_1651224588662748689,0.03,0,pr
102868,109018,10/6/2022 14:14,660,pr_1654870488644106660,0.03,0,pr
102869,66808,8/11/2022 7:49,214,pos_1667893789892792214,0.01,2,pos
102870,111522,20/07/2022 10:23:50,611,pr_1658312630479638611,0.03,0,pr
102871,83248,1/2/2021 12:16,2329,pr_1612181790734892329,0.03,0,pr
102872,91651,4/8/2021 10:51,617,pr_1628074293802851617,0.03,0,pr
102873,73538,4/12/2022 11:16,123,pos_1670152560475915123,0.01,2,pos
102874,47508,31/10/2022 07:03:18,169,pos_1667199798355663169,0.01,2,pos
102875,78812,22/12/2022 10:43:25,138,pos_1671705805041442138,0.01,2,pos
102876,39650,25/09/2022 07:53:35,59,pos_1664092414728625059,0.01,2,pos
102877,134208,2/7/2022 10:04,752,pp_1656756256545227752,0.025,2,pp
102878,69988,22/11/2022 17:23:14,112,pos_1669137794171971112,0.01,2,pos
