,index,amount,transaction_id,rate,flat_fee,product,Date 
27642,5762,154,pos_1633801456393552154,0.01,2,pos,9/10/2021
43642,5767,22,pos_1633791971530736022,0.01,2,pos,9/10/2021
30634,5769,89,pos_1633778307216762089,0.01,2,pos,9/10/2021
42844,5770,172,pos_1633797088320340172,0.01,2,pos,9/10/2021
41794,5773,62,pos_1633881711556951062,0.01,2,pos,10/10/2021
32821,5776,219,pos_1633871834220868219,0.01,2,pos,10/10/2021
36398,5780,29,pos_1633862978507356029,0.01,2,pos,10/10/2021
1536,5781,36,pos_1633872226045499036,0.01,2,pos,10/10/2021
37067,5783,117,pos_1633881649582084117,0.01,2,pos,10/10/2021
37428,5785,210,pos_1633886167070286210,0.01,2,pos,10/10/2021
28824,5792,35,pos_1633827472330250035,0.01,2,pos,10/10/2021
30977,5793,101,pos_1633889644368211101,0.01,2,pos,10/10/2021
11438,5794,232,pos_1633843300353668232,0.01,2,pos,10/10/2021
2967,5797,75,pos_1633885526959960075,0.01,2,pos,10/10/2021
15874,5804,234,pos_1633875677951665234,0.01,2,pos,10/10/2021
40609,5805,126,pos_1633868582950569126,0.01,2,pos,10/10/2021
8372,5807,83,pos_1633884080540282083,0.01,2,pos,10/10/2021
1947,5812,27,pos_1633938495688060027,0.01,2,pos,11/10/2021
42142,5815,55,pos_1633979185572764055,0.01,2,pos,11/10/2021
5674,5816,130,pos_1633977747409819130,0.01,2,pos,11/10/2021
45320,5817,53,pos_1633938527610327053,0.01,2,pos,11/10/2021
8420,5818,268,pos_1633958733184859268,0.01,2,pos,11/10/2021
21303,5819,40,pos_1633948224122271040,0.01,2,pos,11/10/2021
25699,5826,61,pos_1633954616051425061,0.01,2,pos,11/10/2021
30308,5827,122,pos_1633943247554331122,0.01,2,pos,11/10/2021
13042,5828,77,pos_1633947686134802077,0.01,2,pos,11/10/2021
13781,5840,222,pos_1633950635280157222,0.01,2,pos,11/10/2021
7504,5842,158,pos_1633959673028304158,0.01,2,pos,11/10/2021
12914,5849,164,pos_1633963314166124164,0.01,2,pos,11/10/2021
34034,5852,88,pos_1634052449161183088,0.01,2,pos,12/10/2021
29526,5856,143,pos_1634073682372376143,0.01,2,pos,12/10/2021
13207,5858,195,pos_1634057934441291195,0.01,2,pos,12/10/2021
38914,5861,106,pos_1634029324370807106,0.01,2,pos,12/10/2021
34981,5862,21,pos_1634037163833018021,0.01,2,pos,12/10/2021
8520,5863,5,pos_1634015378318084005,0.01,2,pos,12/10/2021
9289,5865,109,pos_1634039234631298109,0.01,2,pos,12/10/2021
43213,5866,133,pos_1634016353160081133,0.01,2,pos,12/10/2021
31939,5868,143,pos_1634009267014073143,0.01,2,pos,12/10/2021
19071,5870,58,pos_1634011035382623058,0.01,2,pos,12/10/2021
18687,5874,143,pos_1634048272783447143,0.01,2,pos,12/10/2021
16448,5877,142,pos_1634040550609057142,0.01,2,pos,12/10/2021
2944,5878,5,pos_1634047139313299005,0.01,2,pos,12/10/2021
42206,5888,81,pos_1634053477400676081,0.01,2,pos,12/10/2021
24399,5890,56,pos_1634056308948160056,0.01,2,pos,12/10/2021
39028,5894,5,pos_1634135813134292005,0.01,2,pos,13/10/2021
10265,5897,174,pos_1634137749576450174,0.01,2,pos,13/10/2021
43908,5898,152,pos_1634158009179410152,0.01,2,pos,13/10/2021
5841,5900,168,pos_1634118674647617168,0.01,2,pos,13/10/2021
11826,5904,171,pos_1634083941889117171,0.01,2,pos,13/10/2021
2952,5905,184,pos_1634100440380687184,0.01,2,pos,13/10/2021
33840,5910,130,pos_1634111789616740130,0.01,2,pos,13/10/2021
9995,5911,111,pos_1634115928883164111,0.01,2,pos,13/10/2021
86,5912,41,pos_1634089277752912041,0.01,2,pos,13/10/2021
7073,5916,205,pos_1634116997242671205,0.01,2,pos,13/10/2021
29005,5917,108,pos_1634124154983200108,0.01,2,pos,13/10/2021
43903,5919,149,pos_1634120945661032149,0.01,2,pos,13/10/2021
40928,5922,38,pos_1634131755980969038,0.01,2,pos,13/10/2021
4428,5923,247,pos_1634144366079371247,0.01,2,pos,13/10/2021
11779,5924,83,pos_1634153200469862083,0.01,2,pos,13/10/2021
31016,5925,78,pos_1634134359599923078,0.01,2,pos,13/10/2021
41059,5929,190,pos_1634143865098799190,0.01,2,pos,13/10/2021
41400,5931,30,pos_1634120472717898030,0.01,2,pos,13/10/2021
4877,5938,143,pos_1634206584733915143,0.01,2,pos,14/10/2021
40071,5941,114,pos_1634213708164233114,0.01,2,pos,14/10/2021
23108,5942,113,pos_1634208238173914113,0.01,2,pos,14/10/2021
6636,5944,16,pos_1634204265661785016,0.01,2,pos,14/10/2021
40041,5946,176,pos_1634213706549802176,0.01,2,pos,14/10/2021
36658,5951,192,pos_1634171826300312192,0.01,2,pos,14/10/2021
43310,5953,153,pos_1634224491136074153,0.01,2,pos,14/10/2021
38356,5954,55,pos_1634205526932490055,0.01,2,pos,14/10/2021
40790,5965,93,pos_1634219460259576093,0.01,2,pos,14/10/2021
19190,5970,160,pos_1634242840006757160,0.01,2,pos,14/10/2021
7614,5971,19,pos_1634202060827509019,0.01,2,pos,14/10/2021
46039,5972,120,pos_1634274507052273120,0.01,2,pos,15/10/2021
798,5976,193,pos_1634299364494161193,0.01,2,pos,15/10/2021
44584,5979,19,pos_1634314277590828019,0.01,2,pos,15/10/2021
35899,5980,80,pos_1634296428903424080,0.01,2,pos,15/10/2021
4444,5981,164,pos_1634293640178344164,0.01,2,pos,15/10/2021
12069,5982,143,pos_1634296498365164143,0.01,2,pos,15/10/2021
21328,5983,66,pos_1634279895867653066,0.01,2,pos,15/10/2021
20644,5986,81,pos_1634273679912996081,0.01,2,pos,15/10/2021
26458,5987,229,pos_1634306947504953229,0.01,2,pos,15/10/2021
45672,5992,107,pos_1634307566302035107,0.01,2,pos,15/10/2021
30595,5993,62,pos_1634313621955781062,0.01,2,pos,15/10/2021
28280,5994,172,pos_1634306873762489172,0.01,2,pos,15/10/2021
32614,5996,9,pos_1634320818184344009,0.01,2,pos,15/10/2021
28875,5999,140,pos_1634287809161669140,0.01,2,pos,15/10/2021
31251,6003,194,pos_1634326844315084194,0.01,2,pos,15/10/2021
13764,6005,175,pos_1634311034554423175,0.01,2,pos,15/10/2021
46691,6011,11,pos_1634361292435789011,0.01,2,pos,16/10/2021
27633,6012,128,pos_1634381746968269128,0.01,2,pos,16/10/2021
706,6014,213,pos_1634374879399256213,0.01,2,pos,16/10/2021
23316,6015,67,pos_1634368940917740067,0.01,2,pos,16/10/2021
32247,6017,100,pos_1634377040029741100,0.01,2,pos,16/10/2021
27781,6021,226,pos_1634391951761105226,0.01,2,pos,16/10/2021
9053,6024,148,pos_1634385128039928148,0.01,2,pos,16/10/2021
25133,6031,140,pos_1634352126968179140,0.01,2,pos,16/10/2021
8034,6036,136,pos_1634359821585579136,0.01,2,pos,16/10/2021
45310,6040,123,pos_1634377962779953123,0.01,2,pos,16/10/2021
12201,6045,148,pos_1634345184202505148,0.01,2,pos,16/10/2021
28968,6046,177,pos_1634355270784959177,0.01,2,pos,16/10/2021
33897,6048,133,pos_1634393812554208133,0.01,2,pos,16/10/2021
29839,6049,115,pos_1634405794686008115,0.01,2,pos,16/10/2021
13399,6051,99,pos_1634368480859836099,0.01,2,pos,16/10/2021
2830,6054,63,pos_1634488123906120063,0.01,2,pos,17/10/2021
8233,6059,40,pos_1634468629802438040,0.01,2,pos,17/10/2021
9323,6062,142,pos_1634499143527037142,0.01,2,pos,17/10/2021
38858,6063,254,pos_1634462378774649254,0.01,2,pos,17/10/2021
25302,6064,24,pos_1634456789490050024,0.01,2,pos,17/10/2021
41760,6067,243,pos_1634504750702391243,0.01,2,pos,17/10/2021
36930,6068,110,pos_1634463965168151110,0.01,2,pos,17/10/2021
24374,6072,8,pos_1634449436919032008,0.01,2,pos,17/10/2021
22446,6073,1123232323,pos_1634486635916929198,0.01,2,pos,17/10/2021
35107,6076,109,pos_1634494375262929109,0.01,2,pos,17/10/2021
21679,6081,24,pos_1634494506058595024,0.01,2,pos,17/10/2021
37615,6082,144,pos_1634467562293073144,0.01,2,pos,17/10/2021
40227,6087,131,pos_1634489728149362131,0.01,2,pos,17/10/2021
11311,6088,205,pos_1634479598405468205,0.01,2,pos,17/10/2021
14349,6089,281,pos_1634452291656587281,0.01,2,pos,17/10/2021
5933,6091,56,pos_1634483125265130056,0.01,2,pos,17/10/2021
31832,6093,137,pos_1634542222524047137,0.01,2,pos,18/10/2021
9401,6094,5,pos_1634579242906221005,0.01,2,pos,18/10/2021
1657,6096,157,pos_1634538503847522157,0.01,2,pos,18/10/2021
4277,6097,35,pos_1634533007410002035,0.01,2,pos,18/10/2021
6152,6099,220,pos_1634588136025969220,0.01,2,pos,18/10/2021
39061,6103,105,pos_1634545696919934105,0.01,2,pos,18/10/2021
21435,6105,134,pos_1634547007466560134,0.01,2,pos,18/10/2021
44493,6106,26,pos_1634553445399593026,0.01,2,pos,18/10/2021
12295,6109,122,pos_1634550586117386122,0.01,2,pos,18/10/2021
38783,6113,72,pos_1634567339600418072,0.01,2,pos,18/10/2021
41026,6120,194,pos_1634521120816158194,0.01,2,pos,18/10/2021
10459,6121,117,pos_1634556181595612117,0.01,2,pos,18/10/2021
31384,6124,136,pos_1634532783871121136,0.01,2,pos,18/10/2021
2894,6126,45,pos_1634570726062732045,0.01,2,pos,18/10/2021
44697,6132,121,pos_1634665668527748121,0.01,2,pos,19/10/2021
25641,6134,248,pos_1634627668905276248,0.01,2,pos,19/10/2021
40511,6138,225,pos_1634651202141908225,0.01,2,pos,19/10/2021
24609,6139,105,pos_1634672855637053105,0.01,2,pos,19/10/2021
3528,6142,78,pos_1634613493739085078,0.01,2,pos,19/10/2021
13551,6145,16,pos_1634643399275942016,0.01,2,pos,19/10/2021
32071,6150,58,pos_1634636473294144058,0.01,2,pos,19/10/2021
1915,6151,134,pos_1634637565766568134,0.01,2,pos,19/10/2021
10355,6152,52,pos_1634671422292866052,0.01,2,pos,19/10/2021
21967,6153,90,pos_1634643732323688090,0.01,2,pos,19/10/2021
27464,6155,17,pos_1634658328215898017,0.01,2,pos,19/10/2021
42276,6159,248,pos_1634677452376936248,0.01,2,pos,19/10/2021
958,6160,83,pos_1634639999970354083,0.01,2,pos,19/10/2021
34757,6166,56,pos_1634693028630878056,0.01,2,pos,20/10/2021
40921,6170,5,pos_1634734026981019005,0.01,2,pos,20/10/2021
22923,6173,224,pos_1634719511908168224,0.01,2,pos,20/10/2021
937,6177,7,pos_1634730154443409007,0.01,2,pos,20/10/2021
7761,6178,56,pos_1634751595099226056,0.01,2,pos,20/10/2021
3810,6182,199,pos_1634717843723455199,0.01,2,pos,20/10/2021
2059,6185,119,pos_1634739904539467119,0.01,2,pos,20/10/2021
29580,6186,105,pos_1634731915194618105,0.01,2,pos,20/10/2021
44235,6195,171,pos_1634752387620657171,0.01,2,pos,20/10/2021
15185,6197,126,pos_1634743671882446126,0.01,2,pos,20/10/2021
28415,6198,59,pos_1634720458737941059,0.01,2,pos,20/10/2021
21994,6201,14,pos_1634734838086641014,0.01,2,pos,20/10/2021
37857,6203,234,pos_1634733494233175234,0.01,2,pos,20/10/2021
31463,6204,17,pos_1634797119755259017,0.01,2,pos,21/10/2021
10205,6206,55,pos_1634828278884347055,0.01,2,pos,21/10/2021
1665,6213,16,pos_1634838511104555016,0.01,2,pos,21/10/2021
21443,6218,126,pos_1634840293147713126,0.01,2,pos,21/10/2021
26806,6220,25,pos_1634828720754188025,0.01,2,pos,21/10/2021
40696,6226,112,pos_1634812641889300112,0.01,2,pos,21/10/2021
7796,6231,66,pos_1634815157106094066,0.01,2,pos,21/10/2021
2730,6233,23,pos_1634813978723693023,0.01,2,pos,21/10/2021
29919,6234,79,pos_1634822596211542079,0.01,2,pos,21/10/2021
10450,6241,311,pos_1634827261290843311,0.01,2,pos,21/10/2021
44066,6243,185,pos_1634910795264656185,0.01,2,pos,22/10/2021
3151,6244,307,pos_1634908718678591307,0.01,2,pos,22/10/2021
15768,6247,178,pos_1634885306115376178,0.01,2,pos,22/10/2021
17697,6250,113,pos_1634898281613834113,0.01,2,pos,22/10/2021
34758,6251,42,pos_1634893561888880042,0.01,2,pos,22/10/2021
26748,6255,226,pos_1634890161805943226,0.01,2,pos,22/10/2021
17600,6256,21,pos_1634897942924930021,0.01,2,pos,22/10/2021
32031,6257,21,pos_1634908069586019021,0.01,2,pos,22/10/2021
34676,6258,158,pos_1634914871722217158,0.01,2,pos,22/10/2021
27216,6259,91,pos_1634914007620789091,0.01,2,pos,22/10/2021
34192,6263,43,pos_1634920460917834043,0.01,2,pos,22/10/2021
33006,6269,106,pos_1634909641532357106,0.01,2,pos,22/10/2021
17499,6277,290,pos_1634903652989106290,0.01,2,pos,22/10/2021
41364,6281,170,pos_1634990001077516170,0.01,2,pos,23/10/2021
27360,6283,13,pos_1635021714400403013,0.01,2,pos,23/10/2021
44605,6284,84,pos_1634975693616713084,0.01,2,pos,23/10/2021
17115,6286,140,pos_1634995498414808140,0.01,2,pos,23/10/2021
44154,6289,152,pos_1634989943070342152,0.01,2,pos,23/10/2021
12978,6295,138,pos_1635022532819739138,0.01,2,pos,23/10/2021
39616,6298,14,pos_1635010799439188014,0.01,2,pos,23/10/2021
47228,6311,44,pos_1634986492293040044,0.01,2,pos,23/10/2021
28618,6313,213,pos_1635006338454525213,0.01,2,pos,23/10/2021
7337,6314,186,pos_1635082002821330186,0.01,2,pos,24/10/2021
24766,6316,19,pos_1635103686285104019,0.01,2,pos,24/10/2021
8830,6319,13,pos_1635067060279447013,0.01,2,pos,24/10/2021
47162,6320,49,pos_1635072261610281049,0.01,2,pos,24/10/2021
31158,6323,6,pos_1635067686428991006,0.01,2,pos,24/10/2021
453,6324,248,pos_1635109870151663248,0.01,2,pos,24/10/2021
6468,6326,37,pos_1635100803469964037,0.01,2,pos,24/10/2021
14008,6328,255,pos_1635041622044458255,0.01,2,pos,24/10/2021
32420,6334,167,pos_1635077146866908167,0.01,2,pos,24/10/2021
14904,6339,156,pos_1635065708275452156,0.01,2,pos,24/10/2021
24888,6341,53,pos_1635084824886323053,0.01,2,pos,24/10/2021
38181,6342,5,pos_1635068250047192005,0.01,2,pos,24/10/2021
15012,6348,105,pos_1635187531961140105,0.01,2,pos,25/10/2021
478,6353,58,pos_1635200929220707058,0.01,2,pos,25/10/2021
6585,6354,7,pos_1635192870721674007,0.01,2,pos,25/10/2021
37829,6358,375,pos_1635187363372261375,0.01,2,pos,25/10/2021
5199,6363,184,pos_1635153707509936184,0.01,2,pos,25/10/2021
5070,6364,197,pos_1635158728264070197,0.01,2,pos,25/10/2021
7847,6365,37,pos_1635171702010168037,0.01,2,pos,25/10/2021
14231,6366,84,pos_1635167889993692084,0.01,2,pos,25/10/2021
6917,6367,99,pos_1635130779850148099,0.01,2,pos,25/10/2021
24704,6371,5,pos_1635149765858635005,0.01,2,pos,25/10/2021
1516,6372,15,pos_1635171354649359015,0.01,2,pos,25/10/2021
18741,6385,332,pos_1635252217640396332,0.01,2,pos,26/10/2021
46139,6387,8,pos_1635218014897777008,0.01,2,pos,26/10/2021
14021,6390,91,pos_1635254369257477091,0.01,2,pos,26/10/2021
39155,6391,165,pos_1635248620610451165,0.01,2,pos,26/10/2021
45405,6393,163,pos_1635268860301180163,0.01,2,pos,26/10/2021
3743,6398,273,pos_1635231897544653273,0.01,2,pos,26/10/2021
15754,6400,119,pos_1635255361339481119,0.01,2,pos,26/10/2021
13564,6401,18,pos_1635232166054771018,0.01,2,pos,26/10/2021
28839,6407,44,pos_1635252633909103044,0.01,2,pos,26/10/2021
41876,6416,5,pos_1635345416184261005,0.01,2,pos,27/10/2021
23750,6420,84,pos_1635361032462456084,0.01,2,pos,27/10/2021
9915,6421,89,pos_1635308412587175089,0.01,2,pos,27/10/2021
5727,6423,272,pos_1635354876619202272,0.01,2,pos,27/10/2021
43582,6424,308,pos_1635325168261734308,0.01,2,pos,27/10/2021
1155,6425,25,pos_1635362830211856025,0.01,2,pos,27/10/2021
1567,6427,58,pos_1635325587971587058,0.01,2,pos,27/10/2021
35013,6430,210,pos_1635326662929027210,0.01,2,pos,27/10/2021
3597,6440,118,pos_1635325672163490118,0.01,2,pos,27/10/2021
34915,6443,53,pos_1635358697861278053,0.01,2,pos,27/10/2021
9237,6445,148,pos_1635347589448355148,0.01,2,pos,27/10/2021
33423,6446,41,pos_1635344766582671041,0.01,2,pos,27/10/2021
31742,6448,118,pos_1635369081146294118,0.01,2,pos,27/10/2021
23326,6449,5,pos_1635353641097474005,0.01,2,pos,27/10/2021
22316,6450,99,pos_1635365611671685099,0.01,2,pos,27/10/2021
4676,6454,134,pos_1635394900679306134,0.01,2,pos,28/10/2021
37051,6460,96,pos_1635433062289191096,0.01,2,pos,28/10/2021
38391,6463,190,pos_1635419834351297190,0.01,2,pos,28/10/2021
17714,6466,27,pos_1635417367405735027,0.01,2,pos,28/10/2021
1108,6468,26,pos_1635398443798849026,0.01,2,pos,28/10/2021
40731,6474,145,pos_1635428767930825145,0.01,2,pos,28/10/2021
20960,6476,13,pos_1635421402300755013,0.01,2,pos,28/10/2021
45274,6479,103,pos_1635404836323117103,0.01,2,pos,28/10/2021
44420,6485,171,pos_1635416046848629171,0.01,2,pos,28/10/2021
5351,6491,154,pos_1635397949883821154,0.01,2,pos,28/10/2021
29792,6492,103,pos_1635429837749144103,0.01,2,pos,28/10/2021
2024,6493,169,pos_1635509275095002169,0.01,2,pos,29/10/2021
4025,6500,308,pos_1635515190754972308,0.01,2,pos,29/10/2021
18506,6501,185,pos_1635469713997992185,0.01,2,pos,29/10/2021
20737,6502,5,pos_1635540583449837005,0.01,2,pos,29/10/2021
42335,6509,169,pos_1635512765431744169,0.01,2,pos,29/10/2021
19163,6511,104,pos_1635519404444992104,0.01,2,pos,29/10/2021
5494,6513,140,pos_1635518330013439140,0.01,2,pos,29/10/2021
6795,6514,21,pos_1635509006215662021,0.01,2,pos,29/10/2021
596,6517,106,pos_1635525359717134106,0.01,2,pos,29/10/2021
43592,6518,85,pos_1635501645482760085,0.01,2,pos,29/10/2021
1852,6521,95,pos_1635474928873462095,0.01,2,pos,29/10/2021
5373,6523,61,pos_1635486896615832061,0.01,2,pos,29/10/2021
34471,6529,139,pos_1635511842355688139,0.01,2,pos,29/10/2021
43227,6531,11,pos_1635486892781222011,0.01,2,pos,29/10/2021
12646,6536,73,pos_1635509343192717073,0.01,2,pos,29/10/2021
38704,6542,49,pos_1635562466778210049,0.01,2,pos,30/10/2021
5428,6543,51,pos_1635588837710991051,0.01,2,pos,30/10/2021
33825,6544,184,pos_1635590675451228184,0.01,2,pos,30/10/2021
24321,6546,116,pos_1635578917228680116,0.01,2,pos,30/10/2021
31957,6547,66,pos_1635590676050970066,0.01,2,pos,30/10/2021
13133,6552,255,pos_1635585264278355255,0.01,2,pos,30/10/2021
31410,6554,131,pos_1635581301836657131,0.01,2,pos,30/10/2021
13168,6557,176,pos_1635555544290041176,0.01,2,pos,30/10/2021
15176,6559,115,pos_1635587852895275115,0.01,2,pos,30/10/2021
16582,6562,142,pos_1635578613940897142,0.01,2,pos,30/10/2021
42647,6572,130,pos_1635590779620323130,0.01,2,pos,30/10/2021
42906,6578,97,pos_1635571597826571097,0.01,2,pos,30/10/2021
40637,6580,246,pos_1635605036535330246,0.01,2,pos,30/10/2021
25083,6585,33,pos_1635611033436934033,0.01,2,pos,30/10/2021
27801,6586,105,pos_1635578199002118105,0.01,2,pos,30/10/2021
35781,6590,117,pos_1635676857536554117,0.01,2,pos,31/10/2021
24103,6600,168,pos_1635684248636884168,0.01,2,pos,31/10/2021
18877,6601,79,pos_1635683433550593079,0.01,2,pos,31/10/2021
24037,6604,161,pos_1635648104229985161,0.01,2,pos,31/10/2021
3343,6607,89,pos_1635668557364533089,0.01,2,pos,31/10/2021
39966,6609,117,pos_1635670035593605117,0.01,2,pos,31/10/2021
25472,6613,143,pos_1635702819058402143,0.01,2,pos,31/10/2021
39016,6619,54,pos_1635689679252005054,0.01,2,pos,31/10/2021
24834,6621,111,pos_1635679727315301111,0.01,2,pos,31/10/2021
32636,6622,62,pos_1635669058312361062,0.01,2,pos,31/10/2021
8911,6627,15,pos_1635746088798745015,0.01,2,pos,1/11/2021
13136,6629,82,pos_1635781331708988082,0.01,2,pos,1/11/2021
35862,6630,27,pos_1635750726238446027,0.01,2,pos,1/11/2021
21149,6633,224,pos_1635755457878800224,0.01,2,pos,1/11/2021
35678,6636,172,pos_1635769426292903172,0.01,2,pos,1/11/2021
21307,6639,10,pos_1635765389433954010,0.01,2,pos,1/11/2021
14095,6642,99,pos_1635767597350637099,0.01,2,pos,1/11/2021
30079,6644,229,pos_1635787897164354229,0.01,2,pos,1/11/2021
8884,6647,93,pos_1635786977271343093,0.01,2,pos,1/11/2021
16413,6657,108,pos_1635793957211247108,0.01,2,pos,1/11/2021
17789,6663,186,pos_1635756432177855186,0.01,2,pos,1/11/2021
24530,6666,160,pos_1635778547285787160,0.01,2,pos,1/11/2021
23415,6668,22,pos_1635852041965013022,0.01,2,pos,2/11/2021
27730,6669,44,pos_1635870027732682044,0.01,2,pos,2/11/2021
9459,6670,33,pos_1635856745892032033,0.01,2,pos,2/11/2021
32500,6672,104,pos_1635851377089616104,0.01,2,pos,2/11/2021
29306,6673,35,pos_1635864603600765035,0.01,2,pos,2/11/2021
45433,6675,105,pos_1635869515568871105,0.01,2,pos,2/11/2021
8549,6676,72,pos_1635879416253654072,0.01,2,pos,2/11/2021
3137,6677,94,pos_1635868449134766094,0.01,2,pos,2/11/2021
9528,6678,102,pos_1635820064383174102,0.01,2,pos,2/11/2021
12826,6681,157,pos_1635838775379452157,0.01,2,pos,2/11/2021
38782,6687,39,pos_1635884710601365039,0.01,2,pos,2/11/2021
46109,6688,191,pos_1635832922282036191,0.01,2,pos,2/11/2021
14912,6694,77,pos_1635836662574707077,0.01,2,pos,2/11/2021
26347,6695,46,pos_1635840181655084046,0.01,2,pos,2/11/2021
2953,6703,37,pos_1635924045994003037,0.01,2,pos,3/11/2021
21320,6707,16,pos_1635944493638734016,0.01,2,pos,3/11/2021
38152,6713,152,pos_1635938228227381152,0.01,2,pos,3/11/2021
28718,6717,78,pos_1635911111715950078,0.01,2,pos,3/11/2021
37150,6726,81,pos_1635942546232027081,0.01,2,pos,3/11/2021
19606,6728,105,pos_1635931242894262105,0.01,2,pos,3/11/2021
14858,6729,18,pos_1635932109997674018,0.01,2,pos,3/11/2021
1382,6731,221,pos_1635938208905929221,0.01,2,pos,3/11/2021
29327,6732,111,pos_1635934867398393111,0.01,2,pos,3/11/2021
29347,6735,113,pos_1635927505765039113,0.01,2,pos,3/11/2021
7771,6736,103,pos_1635929340342107103,0.01,2,pos,3/11/2021
32301,6738,13,pos_1635953206716587013,0.01,2,pos,3/11/2021
15741,6746,134,pos_1635956351954468134,0.01,2,pos,3/11/2021
16450,6748,192,pos_1635934166943161192,0.01,2,pos,3/11/2021
45560,6751,280,pos_1636030809084344280,0.01,2,pos,4/11/2021
16365,6753,321,pos_1636013241245877321,0.01,2,pos,4/11/2021
21430,6754,113,pos_1636011983013744113,0.01,2,pos,4/11/2021
22964,6757,185,pos_1636065246127739185,0.01,2,pos,4/11/2021
45496,6759,213,pos_1636046214410147213,0.01,2,pos,4/11/2021
5057,6761,127,pos_1636049877277583127,0.01,2,pos,4/11/2021
22984,6764,139,pos_1636034161332326139,0.01,2,pos,4/11/2021
6801,6765,106,pos_1636030472588215106,0.01,2,pos,4/11/2021
45977,6768,176,pos_1636040197186058176,0.01,2,pos,4/11/2021
3868,6769,146,pos_1636009176756168146,0.01,2,pos,4/11/2021
35662,6770,41,pos_1636001971985341041,0.01,2,pos,4/11/2021
2533,6772,67,pos_1636012381989320067,0.01,2,pos,4/11/2021
19871,6773,69,pos_1636016361608336069,0.01,2,pos,4/11/2021
37098,6779,32,pos_1636015451353160032,0.01,2,pos,4/11/2021
41763,6781,83,pos_1636014408563328083,0.01,2,pos,4/11/2021
43203,6782,166,pos_1636024199771072166,0.01,2,pos,4/11/2021
38428,6783,26,pos_1636027331966926026,0.01,2,pos,4/11/2021
33660,6784,7,pos_1636029942944563007,0.01,2,pos,4/11/2021
6394,6785,52,pos_1636005423190058052,0.01,2,pos,4/11/2021
11994,6787,195,pos_1636013507586852195,0.01,2,pos,4/11/2021
33436,6788,134,pos_1636130028735765134,0.01,2,pos,5/11/2021
15957,6793,133,pos_1636125910467832133,0.01,2,pos,5/11/2021
17904,6796,195,pos_1636149384595761195,0.01,2,pos,5/11/2021
5198,6803,74,pos_1636123671161089074,0.01,2,pos,5/11/2021
28190,6804,59,pos_1636139741358656059,0.01,2,pos,5/11/2021
15832,6805,167,pos_1636103567861999167,0.01,2,pos,5/11/2021
22444,6806,200,pos_1636098406947430200,0.01,2,pos,5/11/2021
14994,6809,170,pos_1636114229117851170,0.01,2,pos,5/11/2021
18607,6813,45,pos_1636104451274803045,0.01,2,pos,5/11/2021
12421,6815,49,pos_1636082739991245049,0.01,2,pos,5/11/2021
44842,6819,88,pos_1636086227787948088,0.01,2,pos,5/11/2021
37413,6824,87,pos_1636117145038956087,0.01,2,pos,5/11/2021
9450,6827,30,pos_1636126139938012030,0.01,2,pos,5/11/2021
14661,6828,286,pos_1636124672257248286,0.01,2,pos,5/11/2021
8926,6830,121,pos_1636124691232800121,0.01,2,pos,5/11/2021
5877,6832,106,pos_1636100006955843106,0.01,2,pos,5/11/2021
36491,6836,160,pos_1636111395576600160,0.01,2,pos,5/11/2021
7066,6837,273,pos_1636143547431203273,0.01,2,pos,5/11/2021
26024,6838,27,pos_1636078155400624027,0.01,2,pos,5/11/2021
20360,6839,245,pos_1636175701761936245,0.01,2,pos,6/11/2021
9619,6841,130,pos_1636197819213350130,0.01,2,pos,6/11/2021
47319,6842,72,pos_1636158517274545072,0.01,2,pos,6/11/2021
15945,6843,5,pos_1636237489119856005,0.01,2,pos,6/11/2021
33590,6845,142,pos_1636207337977129142,0.01,2,pos,6/11/2021
22046,6852,5,pos_1636182026552279005,0.01,2,pos,6/11/2021
5902,6853,220,pos_1636186010279660220,0.01,2,pos,6/11/2021
17780,6855,23,pos_1636184157133774023,0.01,2,pos,6/11/2021
13328,6857,132,pos_1636182080007376132,0.01,2,pos,6/11/2021
29836,6860,288,pos_1636231367026235288,0.01,2,pos,6/11/2021
18434,6862,195,pos_1636161850837914195,0.01,2,pos,6/11/2021
16876,6879,62,pos_1636211009685861062,0.01,2,pos,6/11/2021
16175,6880,142,pos_1636226217775813142,0.01,2,pos,6/11/2021
27150,6884,21,pos_1636199139426727021,0.01,2,pos,6/11/2021
8563,6887,91,pos_1636283648133265091,0.01,2,pos,7/11/2021
30460,6893,172,pos_1636271946567259172,0.01,2,pos,7/11/2021
39067,6894,132,pos_1636289457793712132,0.01,2,pos,7/11/2021
32576,6896,81,pos_1636285660879525081,0.01,2,pos,7/11/2021
32904,6898,58,pos_1636293741758204058,0.01,2,pos,7/11/2021
19678,6899,44,pos_1636318373755929044,0.01,2,pos,7/11/2021
2570,6905,7,pos_1636302663523497007,0.01,2,pos,7/11/2021
32521,6906,88,pos_1636285348203623088,0.01,2,pos,7/11/2021
13700,6907,167,pos_1636274320010837167,0.01,2,pos,7/11/2021
47031,6910,139,pos_1636290771846967139,0.01,2,pos,7/11/2021
26556,6911,257,pos_1636266083413756257,0.01,2,pos,7/11/2021
37587,6912,138,pos_1636287439728829138,0.01,2,pos,7/11/2021
29019,6916,134,pos_1636243837996156134,0.01,2,pos,7/11/2021
16250,6920,302,pos_1636279774589419302,0.01,2,pos,7/11/2021
25614,6926,167,pos_1636284865438539167,0.01,2,pos,7/11/2021
15615,6932,8,pos_1636249791925632008,0.01,2,pos,7/11/2021
